*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*       43 *        43 *      2112 * 0.0015980 * -0.366035 * -0.680966 * 0.6342729 * 316.91338 * 274.72330 * -907.7956 * 0.6809669 * 47.080749 * 119.98900 *
*       44 *        44 *      2112 * 0.0003596 * -0.239973 * -0.901151 * -0.361023 * 812.49628 * 152.39719 * 562.69430 * 0.9011519 * 25.690101 * 236.38783 *
*       45 *        45 *      2112 * 0.0284908 * 0.3222040 * -0.918738 * 0.2282637 * -645.7224 * -693.7119 * 319.07079 * 0.9187383 * 23.257667 * 35.315452 *
*       46 *        46 *      2112 * 6.1128119 * -0.699517 * -0.617518 * 0.3596468 * 146.66943 * -259.7293 * -954.4782 * 0.6175188 * 51.864827 * 152.79068 *
*       47 *        47 *      2112 * 0.0051851 * -0.161233 * -0.985461 * 0.0535607 * -239.2657 * -524.3877 * -817.1716 * 0.9854617 * 9.7818578 * 161.62387 *
*       48 *        48 *      2112 * 0.0004017 * 0.6505731 * -0.713352 * -0.260544 * -562.5623 * -821.6160 * -92.03628 * 0.7133521 * 44.491684 * 338.17468 *
*       49 *        49 *      2112 * 0.0008360 * 0.2020230 * -0.963808 * 0.1739561 * -862.6704 * -167.6420 * 477.17476 * 0.9638080 * 15.461878 * 40.730773 *
*       50 *        50 *      2112 * 0.2525696 * -0.031010 * -0.997280 * 0.0668573 * 496.15857 * 699.89877 * -513.7785 * 0.9972805 * 4.2264816 * 114.88335 *
*       51 *        51 *      2112 * 0.0008335 * 0.4912017 * 0.3697813 * 0.7886587 * -428.9107 * 681.63196 * 592.80136 * -0.369781 * 111.70213 * 58.084036 *
*       52 *        52 *      2112 * 0.0011281 * -0.283159 * -0.953900 * 0.0994680 * 243.20981 * 950.00501 * -195.8046 * 0.9539008 * 17.464924 * 160.64468 *
*       53 *        53 *      2112 * 0.0026246 * 9.912e-05 * -0.962192 * 0.2723695 * 513.44248 * 856.33186 * 55.430657 * 0.9621927 * 15.805319 * 89.979148 *
*       54 *        54 *      2112 * 0.0001428 * -0.876349 * 0.2638009 * 0.4030133 * 156.42485 * 841.59229 * -516.9658 * -0.263800 * 105.29571 * 155.30337 *
*       55 *        55 *      2112 * 0.8105838 * -0.836801 * 0.5002524 * 0.2225086 * 457.38440 * 889.23386 * 7.9146191 * -0.500252 * 120.01670 * 165.10940 *
*       56 *        56 *      2112 * 0.0151531 * 0.2934783 * -0.727929 * -0.619668 * 427.38966 * 848.59194 * 311.81692 * 0.7279296 * 43.286887 * 295.34249 *
*       57 *        57 *      2112 * 0.0004813 * -0.926380 * -0.372780 * -0.053411 * -195.4185 * -942.3737 * -271.5570 * 0.3727808 * 68.112780 * 183.29977 *
*       58 *        58 *      2112 * 0.0429827 * 0.3563157 * -0.593955 * 0.7212877 * 717.37206 * 629.29363 * -298.9428 * 0.5939554 * 53.561792 * 63.710655 *
*       59 *        59 *      2112 * 0.0002012 * -0.380660 * -0.913192 * 0.1455227 * 443.51334 * -150.4738 *   883.546 * 0.9131926 * 24.049650 * 159.07862 *
*       60 *        60 *      2112 * 0.0011221 * 0.7885796 * -0.565931 * -0.240549 * -568.3174 * 821.60499 * 44.502716 * 0.5659311 * 55.533021 * 343.03613 *
*       61 *        61 *      2112 * 38.688424 * 0.3911082 * -0.282491 * 0.8759182 * -651.8044 * 634.44638 * 415.48617 * 0.2824918 * 73.591017 * 65.938651 *
*       62 *        62 *      2112 * 0.0292473 * -0.144301 * -0.962921 * 0.2279471 * -600.5667 * 653.12744 * 461.24199 * 0.9629211 * 15.651357 * 122.33580 *
*       63 *        63 *      2112 * 0.0023122 * -0.286739 * -0.871255 * 0.3983657 * 97.318971 * -994.9764 * 23.471149 * 0.8712550 * 29.395187 * 125.74592 *
*       64 *        64 *      2112 * 0.5113125 * 0.4050178 * -0.252475 * -0.878758 * 169.45090 * 790.67175 * -588.3235 * 0.2524758 * 75.375929 * 294.74487 *
*       65 *        65 *      2112 * 37.655424 * -0.275766 * -0.949872 * 0.1472896 * 525.27867 * 813.30853 * 250.22298 * 0.9498729 * 18.218165 * 151.89287 *
*       66 *        66 *      2112 * 0.2433678 * -0.314099 * -0.344905 * -0.884523 * 544.73612 * -829.5672 * -122.8035 * 0.3449059 * 69.823944 * 250.44972 *
*       67 *        67 *      2112 * 0.0754874 * 0.1617548 * -0.673395 * 0.7213694 * 222.68359 * 289.70754 * 930.84991 * 0.6733954 * 47.670327 * 77.361453 *
*       68 *        68 *      2112 * 0.0070652 * -0.965492 * -0.246016 *  0.085445 * 579.54229 * 340.56028 * 740.37113 * 0.2460166 * 75.758079 * 174.94256 *
*       69 *        69 *      2112 * 0.0003791 * 0.6151219 * -0.359362 * 0.7017717 * 591.49301 * 595.04458 * 544.11207 * 0.3593626 * 68.938943 * 48.764556 *
*       70 *        70 *      2112 * 0.0001329 * -0.834675 * 0.0237586 * 0.5502297 * -378.3465 * 727.26661 * -572.6579 * -0.023758 * 91.361399 * 146.60656 *
