*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*      152 *       152 *      2112 * 0.0182940 * 0.1526102 * -0.988040 * -0.022052 * -490.6695 *       750 * 613.16066 * 0.9880403 * 8.8701359 * 351.77738 *
*      153 *       153 *      2112 * 0.0001688 * -0.308280 * -0.951142 * 0.0170680 * 701.41710 *       750 * -661.5796 * 0.9511425 * 17.984045 * 176.83102 *
*      154 *       154 *      2112 * 24.382285 * 0.1251475 * -0.860996 * 0.4929731 * -212.1283 *       750 * 297.80241 * 0.8609968 * 30.571306 * 75.755647 *
*      155 *       155 *      2112 * 0.0098899 * -0.176028 * -0.927916 * -0.328609 * -556.6460 *       750 * 512.82445 * 0.9279169 * 21.887595 * 241.82302 *
*      156 *       156 *      2112 * 0.0061127 * 0.1698669 * -0.575712 * -0.799812 * 126.42335 *       750 * 114.82233 * 0.5757123 * 54.850464 * 281.99050 *
*      157 *       157 *      2112 * 0.0005762 * -0.293864 * -0.879581 * 0.3741384 * -105.4058 *       750 * -115.6903 * 0.8795818 * 28.408039 *  128.1476 *
*      158 *       158 *      2112 * 0.0008667 * 0.3628307 * -0.525644 * 0.7694490 * 33.770345 *       750 * 226.67221 * 0.5256443 * 58.288368 *  64.75396 *
*      159 *       159 *      2112 * 0.0024280 * -0.721775 * 0.0214751 * 0.6917938 * 252.79855 *       750 * 62.533708 * -0.021475 * 91.230528 * 136.21506 *
*      160 *       160 *      2112 * 0.5511228 * -0.583721 * -0.784282 * -0.210165 * -507.9235 *       750 * 477.52830 * 0.7842829 * 38.345587 * 199.80109 *
*      161 *       161 *      2112 * 0.1410524 * 0.6689661 * -0.730508 * 0.1372627 * -190.6975 *       750 * 490.73726 * 0.7305088 * 43.070930 * 11.595376 *
*      162 *       162 *      2112 * 0.0001547 * -0.270127 * -0.671633 * 0.6898839 * 642.44923 *       750 * -583.7654 * 0.6716333 * 47.806747 * 111.38306 *
*      163 *       163 *      2112 * 0.0009624 * 0.1457225 * -0.081487 * -0.985963 * -288.3313 *       750 * -655.9195 * 0.0814875 * 85.325923 * 278.40728 *
*      164 *       164 *      2112 * 12.229399 * -0.153454 * -0.987734 * 0.0288576 * -588.5365 *       750 * 688.78437 * 0.9877341 * 8.9831893 * 169.34974 *
*      165 *       165 *      2112 * 0.0026682 * 0.2069291 * -0.967678 * -0.144149 * 324.14831 *       750 * -85.03517 * 0.9676782 * 14.607019 * 325.13842 *
*      166 *       166 *      2112 * 0.0004300 * 0.4470024 * 0.4032328 * -0.798493 * 418.72621 *       750 * 584.43492 * -0.403232 * 113.78043 * 299.24041 *
*      167 *       167 *      2112 * 27.859096 * 0.7281478 * -0.654854 * -0.202399 * 175.62805 *       750 * -671.3235 * 0.6548548 * 49.091354 * 344.46590 *
*      168 *       168 *      2112 * 0.0002082 * 0.4614502 * -0.873916 * -0.152751 * 487.85336 *       750 * 521.83522 * 0.8739169 * 29.082950 * 341.68419 *
*      169 *       169 *      2112 * 0.0001271 * -0.001410 * -0.999998 * -0.001329 * -225.6507 *       750 * -510.9094 * 0.9999981 * 0.1110775 * 223.31210 *
*      170 *       170 *      2112 * 0.0002269 * -0.767498 * -0.630122 * -0.117861 * 528.13117 *       750 * 501.10056 * 0.6301225 * 50.940838 * 188.73049 *
*      171 *       171 *      2112 * 0.2055389 * 0.8220450 * -0.225600 * 0.5228254 * 548.16052 *       750 * -425.7217 * 0.2256001 * 76.961831 * 32.456598 *
*      172 *       172 *      2112 * 185.90649 * -0.058614 * -0.992717 * 0.1052423 * 629.60691 *       750 * -269.7150 * 0.9927176 * 6.9188872 * 119.11544 *
*      173 *       173 *      2112 * 0.0018911 * -0.016750 * -0.985017 * -0.171640 * -10.06099 *       750 * -366.5018 * 0.9850172 * 9.9306452 * 264.42596 *
*      174 *       174 *      2112 * 0.0001683 * 0.1016191 * -0.740704 * -0.664101 * -264.9070 *       750 * -22.58094 * 0.7407045 * 42.208535 * 278.69977 *
*      175 *       175 *      2112 * 0.0009360 * 0.0039214 * 0.8770716 * -0.480343 * -253.2005 *       750 * -736.6772 * -0.877071 * 151.29110 * 270.46774 *
*      176 *       176 *      2112 * 0.0018760 * 0.4181962 * -0.895376 * -0.153015 * 705.38205 *       750 * 687.51293 * 0.8953760 * 26.443229 * 339.90274 *
*      177 *       177 *      2112 * 0.0071270 * -0.292428 * -0.955948 * 0.0254456 * -596.2656 *       750 * 136.72899 * 0.9559488 * 17.069611 * 175.02693 *
*      178 *       178 *      2112 * 0.0003556 * -0.756383 * -0.642441 * 0.1230974 * -170.1132 *       750 * 9.1175704 * 0.6424419 * 50.025850 * 170.75644 *
*      179 *       179 *      2112 * 0.0331076 * 0.4776539 * -0.257516 * -0.839959 * 334.17869 *       750 * 605.97447 * 0.2575167 * 75.077236 * 299.62529 *
*      180 *       180 *      2112 * 0.0015251 * -0.690406 * -0.722335 * -0.039625 * -416.7495 *       750 * 679.73788 * 0.7223359 * 43.752322 * 183.28484 *
*      181 *       181 *      2112 * 0.0138863 * -0.318586 * -0.906874 * 0.2758287 * 483.84557 *       750 * 718.16267 * 0.9068743 * 24.923082 * 139.11434 *
*      182 *       182 *      2112 * 0.0001230 * 0.6249843 * -0.313444 * 0.7149456 * 13.767476 *       750 * -96.90469 * 0.3134442 * 71.733077 * 48.841006 *
*      183 *       183 *      2112 * 0.0451429 * 0.7448189 * -0.661180 * -0.089919 * -57.72426 *       750 * 657.24007 * 0.6611801 * 48.610059 * 353.11616 *
*      184 *       184 *      2112 * 0.0042235 * 0.0089709 * -0.736531 * -0.676343 * 436.74644 *       750 * -258.9484 * 0.7365314 * 42.563217 * 270.75991 *
*      185 *       185 *      2112 * 0.0027791 * 0.1485111 * -0.988392 * 0.0320197 * -458.5570 *       750 * -599.0552 * 0.9883922 * 8.7384281 * 12.167012 *
*      186 *       186 *      2112 * 0.0003803 * 0.0659680 * -0.974135 * -0.216121 * -704.7523 *       750 * 376.43678 * 0.9741353 * 13.059635 * 286.97408 *
*      187 *       187 *      2112 * 0.0005127 * 0.5891347 * -0.758056 * 0.2797679 * -95.72810 *       750 * 656.27367 * 0.7580568 *  40.70681 * 25.402082 *
*      188 *       188 *      2112 * 0.0005989 * 0.0578851 * -0.993314 * 0.0998748 * -229.8071 *       750 * -260.4317 * 0.9933148 * 6.6288248 * 59.904418 *
*      189 *       189 *      2112 * 0.0003667 * -0.131586 * -0.913953 * -0.383893 * 480.23233 *       750 * -268.3174 * 0.9139535 * 23.942452 * 251.07984 *
*      190 *       190 *      2112 * 0.0002925 * -0.713269 * -0.694497 * 0.0944431 * -501.8461 *       750 * 529.33172 * 0.6944974 * 46.012817 * 172.45741 *
*      191 *       191 *      2112 * 0.0015290 * -0.271515 * -0.897586 * 0.3473018 * -367.6043 *       750 * -103.7784 * 0.8975861 * 26.157426 * 128.01774 *
*      192 *       192 *      2112 * 0.0066642 * -0.065329 * 0.2016743 * -0.977271 * -227.4309 *       750 * 74.628257 * -0.201674 * 101.63488 * 266.17551 *
*      193 *       193 *      2112 * 0.0146659 * 0.0152805 * -0.999565 * 0.0252018 * -332.0499 *       750 * -226.9719 * 0.9995655 * 1.6888948 * 58.770462 *
*      194 *       194 *      2112 * 0.0001784 * -0.029825 * -0.970583 * -0.238911 * 343.74281 *       750 * -483.0073 * 0.9705832 * 13.931739 * 262.88415 *
*      195 *       195 *      2112 * 0.0036961 * -0.827712 * -0.458663 * -0.323294 * 195.83448 *       750 * 154.02365 * 0.4586639 * 62.699068 * 201.33502 *
*      196 *       196 *      2112 * 0.0003297 * 0.5321126 * -0.604117 * -0.593209 * 69.166347 *       750 * -588.2490 * 0.6041175 * 52.834629 * 311.89228 *
*      197 *       197 *      2112 * 0.0204783 * -0.016063 * -0.999582 * 0.0240279 * 684.54778 *       750 * -662.9389 * 0.9995822 * 1.6562582 * 123.76481 *
*      198 *       198 *      2112 * 0.0097463 * -0.264356 * -0.960239 * -0.089757 * 277.69139 *       750 * 158.22270 * 0.9602390 * 16.211208 * 198.75399 *
*      199 *       199 *      2112 * 0.0764702 * -0.102857 * -0.932530 * -0.346131 * 61.234806 *       750 * 186.30593 * 0.9325306 * 21.167205 * 253.45003 *
*      200 *       200 *      2112 * 1.9493411 * 0.0259305 * -0.819069 * -0.573108 * 566.40132 *       750 * -513.5493 * 0.8190692 * 35.008272 * 272.59060 *
*      201 *       201 *      2112 * 56.779396 * 0.1030361 * -0.994335 * -0.026077 * -303.0525 *       750 * 355.78283 * 0.9943357 * 6.1011951 * 345.79737 *
*      202 *       202 *      2112 * 0.0020543 * -0.198196 * -0.470758 * 0.8597118 * -98.92773 *       750 * -131.7246 * 0.4707586 * 61.916443 * 102.98205 *
*      203 *       203 *      2112 * 0.0002733 * -0.814988 * -0.331430 * 0.4753394 * -732.2200 *       750 * 602.54950 * 0.3314308 * 70.644353 * 149.74725 *
*      204 *       204 *      2112 * 0.0029744 * 0.1038612 * -0.927174 * 0.3599453 * 383.69464 *       750 * 454.77375 * 0.9271743 * 22.001460 * 73.904645 *
*      205 *       205 *      2112 * 0.0847729 * 0.2114150 * -0.855864 * 0.4720163 * -94.53304 *       750 * 646.13548 * 0.8558646 * 31.144611 * 65.872503 *
*      206 *       206 *      2112 * 393.04977 * 0.3087207 * -0.855151 * 0.4164215 * -239.9424 *       750 * -619.5106 * 0.8551517 * 31.223492 * 53.448018 *
*      207 *       207 *      2112 * 0.0512888 * 0.0837008 * -0.982066 * -0.168938 * 644.95448 *       750 * -653.4153 * 0.9820662 * 10.867374 * 296.35623 *
*      208 *       208 *      2112 * 0.2483407 * 0.7987795 * -0.583689 * -0.145798 * -183.8485 *       750 * -42.55283 * 0.5836899 * 54.289503 * 349.65584 *
*      209 *       209 *      2112 * 0.0049608 * -0.588853 * -0.800248 * 0.1133717 * 333.90244 *       750 * 29.930935 * 0.8002487 * 36.846139 * 169.10221 *
*      210 *       210 *      2112 * 0.4987768 * 0.0110630 * -0.998686 * -0.050022 * -76.61088 *       750 * 459.68378 * 0.9986867 * 2.9366404 * 282.47075 *
*      211 *       211 *      2112 * 0.0340446 * -0.368580 * -0.916401 * -0.156068 * 297.30811 *       750 * -327.4267 * 0.9164010 * 23.594512 * 202.94930 *
*      212 *       212 *      2112 * 0.0001348 * 0.1099229 * -0.929082 * -0.353161 * 276.47922 *       750 * 109.47067 * 0.9290824 * 21.707773 * 287.28897 *
*      213 *       213 *      2112 * 0.0075581 * 0.1368756 * 0.6782779 * -0.721944 * -450.5850 *       750 * -85.75716 * -0.678277 * 132.70922 * 280.73545 *
*      214 *       214 *      2112 * 0.0007707 * -0.497561 * -0.789691 * 0.3589145 * 671.31309 *       750 * -707.5799 * 0.7896917 * 37.843283 * 144.19530 *
*      215 *       215 *      2112 * 0.0004257 * 0.0884573 * -0.547858 * 0.8318809 * 703.08912 *       750 * -539.5511 * 0.5478588 * 56.779756 * 83.930308 *
*      216 *       216 *      2112 * 0.0749071 * 0.6017129 * 0.0009618 * 0.7987118 * 727.81005 *       750 * 342.44497 * -0.000961 * 90.055110 * 53.007301 *
*      217 *       217 *      2112 * 0.0558604 * -0.287340 * -0.936196 * 0.2024153 * -164.9235 *       750 * 704.27042 * 0.9361961 * 20.577733 * 144.83746 *
*      218 *       218 *      2112 * 0.1036201 * -0.331868 * -0.936059 * -0.116862 * -683.8208 *       750 * 496.88242 * 0.9360591 * 20.600065 * 199.39892 *
*      219 *       219 *      2112 * 0.0970304 * 0.4613691 * -0.867066 * 0.1879725 * 279.26402 *       750 * -559.0583 * 0.8670667 * 29.880452 * 22.167130 *
*      220 *       220 *      2112 * 0.0002201 * 0.7862289 * -0.469020 * 0.4023224 * -535.6969 *       750 * -249.0620 * 0.4690209 * 62.029237 * 27.099350 *
*      221 *       221 *      2112 * 0.0002607 * -0.582147 * -0.804948 * 0.1147301 * -99.24922 *       750 * -251.7045 * 0.8049483 * 36.394731 * 168.85097 *
*      222 *       222 *      2112 * 0.0003129 * 0.7863787 * -0.237456 * -0.570283 * 240.86350 *       750 * 366.89600 * 0.2374562 * 76.263543 * 324.05031 *
*      223 *       223 *      2112 * 0.0016492 * 0.0626378 * -0.997412 * 0.0352742 * 460.29863 *       750 * -20.72664 * 0.9974127 * 4.1223908 * 29.385839 *
*      224 *       224 *      2112 * 0.0184055 * 0.3412614 * 0.4063920 * -0.847576 * 674.75192 *       750 * -519.2928 * -0.406392 * 113.97839 * 291.93129 *
*      225 *       225 *      2112 * 0.0108289 * 0.3423442 * -0.891875 * -0.295565 * 218.92616 *       750 * 525.89996 * 0.8918752 * 26.890154 * 319.19406 *
*      226 *       226 *      2112 * 0.0002025 * 0.6041344 * -0.701613 * 0.3778368 * -371.3505 *       750 * 295.08316 * 0.7016130 * 45.443436 * 32.022625 *
*      227 *       227 *      2112 * 0.0001435 * 0.0924973 * -0.958540 * -0.269525 * -262.4741 *       750 * -124.4797 * 0.9585406 * 16.556211 * 288.94147 *
*      228 *       228 *      2112 * 0.0010772 * -0.267172 * -0.840755 * 0.4709012 * -178.2517 *       750 * 263.55666 * 0.8407559 * 32.779965 * 119.56906 *
*      229 *       229 *      2112 * 0.0003135 * 0.0670523 * -0.988149 * -0.138072 * -216.2813 *       750 * -43.47051 * 0.9881497 * 8.8294171 * 295.90260 *
*      230 *       230 *      2112 * 0.0002585 * 0.4499274 * -0.797376 * -0.402188 * -436.9224 *       750 * -700.4272 * 0.7973765 * 37.119689 * 318.20656 *
*      231 *       231 *      2112 * 0.0018671 * -0.542014 * -0.651215 * -0.531166 * -658.8489 *       750 * 725.21910 * 0.6512155 * 49.366685 * 224.42086 *
*      232 *       232 *      2112 * 0.0004147 * 0.1774012 * -0.976941 * 0.1188025 * -630.1133 *       750 * 25.471977 * 0.9769415 * 12.327949 * 33.809529 *
*      233 *       233 *      2112 * 0.0008938 * 0.7674118 * -0.241321 * -0.594006 * -466.7370 *       750 * 372.04525 * 0.2413213 * 76.035460 * 322.25876 *
*      234 *       234 *      2112 * 0.0003325 * -0.581368 * -0.287489 * -0.761156 * -189.1699 *       750 * 422.10787 * 0.2874897 * 73.292268 * 232.62754 *
*      235 *       235 *      2112 * 0.0004033 * 0.1546897 * -0.948847 * -0.275244 *   -223.41 *       750 * -466.8950 * 0.9488473 * 18.405200 * 299.33632 *
*      236 *       236 *      2112 * 0.0007678 * -0.240109 * -0.088202 * 0.9667303 * -531.9196 *       750 * -466.6248 * 0.0882026 * 84.939787 * 103.94848 *
*      237 *       237 *      2112 * 0.0006201 * -0.485857 * 0.2304702 * 0.8431047 * -193.1044 *       750 * 700.58284 * -0.230470 * 103.32475 * 119.95364 *
*      238 *       238 *      2112 * 0.0003152 * 0.8577099 * -0.328637 * 0.3953873 * 472.28383 *       750 * 426.01287 * 0.3286373 * 70.813910 * 24.748768 *
*      239 *       239 *      2112 * 0.0001817 * 0.7626879 * -0.637643 * -0.108246 * -578.5106 *       750 * 497.08764 * 0.6376439 * 50.383640 * 351.92211 *
*      240 *       240 *      2112 * 0.0291425 * -0.250710 * -0.963952 * 0.0891095 * 602.02558 *       750 * -137.3665 * 0.9639521 * 15.430881 * 160.43335 *
*      241 *       241 *      2112 * 0.0424693 * -0.875243 * -0.275653 * -0.397447 * 107.46941 *       750 * 3.6159064 * 0.2756537 * 73.999021 * 204.42275 *
*      242 *       242 *      2112 * 0.0107489 * -0.303284 * -0.943053 * -0.136633 * -242.2925 *       750 * 219.22791 * 0.9430535 * 19.429153 * 204.25222 *
*      243 *       243 *      2112 * 0.0082639 * 0.6862439 * -0.667102 * 0.2899030 * 685.31224 *       750 * 262.51996 * 0.6671023 * 48.156185 * 22.901575 *
*      244 *       244 *      2112 * 0.0005992 * -0.203735 * -0.967675 * -0.148645 * -36.05048 *       750 * -139.6745 * 0.9676757 * 14.607583 * 216.11440 *
*      245 *       245 *      2112 * 0.0041400 * -0.425336 * -0.903289 * 0.0561883 * -255.0909 *       750 * -486.6768 * 0.9032894 * 25.406119 * 172.47460 *
*      246 *       246 *      2112 * 0.0003756 * 0.5653588 * -0.685323 * -0.459021 * 362.22007 *       750 * -149.5571 * 0.6853235 * 46.738945 * 320.92642 *
*      247 *       247 *      2112 * 0.0002615 * -0.173436 * -0.912394 * 0.3707498 * -539.5083 *       750 * 621.91370 * 0.9123948 * 24.161565 * 115.07011 *
*      248 *       248 *      2112 * 0.0045852 * -0.605212 * -0.291973 * -0.740586 * 461.49453 *       750 * -327.5509 * 0.2919739 * 73.023831 * 230.74405 *
*      249 *       249 *      2112 * 0.0317850 * -0.169399 * -0.982927 * -0.071814 * -202.5893 *       750 * -219.4706 * 0.9829275 * 10.602438 * 202.97391 *
*      250 *       250 *      2112 * 0.0010846 * -0.017050 * -0.962853 * 0.2694866 * -515.9451 *       750 * 667.49262 * 0.9628531 * 15.665782 * 93.620249 *
*      251 *       251 *      2112 * 0.0001279 * 0.2162432 * -0.916159 * -0.337475 * 261.03110 *       750 * 485.81160 * 0.9161598 * 23.629020 * 302.65038 *
*      252 *       252 *      2112 * 0.0014460 * 0.4742450 * 0.5774479 * -0.664564 * -417.6622 *       750 * 257.14104 * -0.577447 * 125.27124 * 305.51233 *
*      253 *       253 *      2112 * 0.0096616 * 0.3426222 * -0.359009 * 0.8681716 * -10.46977 *       750 * 338.53653 * 0.3590096 * 68.960614 * 68.463424 *
*      254 *       254 *      2112 * 0.0805957 * 0.3630074 * -0.748855 * 0.5544732 * -155.9397 *       750 * 713.08172 * 0.7488558 * 41.508638 * 56.787674 *
*      255 *       255 *      2112 * 0.0037661 * -0.984750 * -0.059249 * 0.1635741 * -307.9186 *       750 * 693.94759 * 0.0592496 * 86.603255 * 170.56886 *
*      256 *       256 *      2112 * 0.0001472 * 0.0245394 * -0.962494 * -0.270189 * 338.13156 *       750 * 669.56055 * 0.9624943 * 15.741747 * 275.18953 *
*      257 *       257 *      2112 * 0.0303076 * 0.7269490 * -0.660776 * 0.1868674 * 442.63422 *       750 * 286.07514 * 0.6607765 * 48.640877 * 14.416165 *
*      258 *       258 *      2112 * 0.0068980 * 0.0196114 * -0.961722 * 0.2733213 * 365.05136 *       750 * 138.08567 * 0.9617228 * 15.903859 * 85.895924 *
*      259 *       259 *      2112 * 0.0019850 * -0.435349 * 0.2089455 * 0.8756782 * -160.8019 *       750 * 382.47460 * -0.208945 * 102.06056 * 116.43460 *
*      260 *       260 *      2112 * 0.0143182 * -0.356419 * -0.884725 * -0.300376 * -345.4488 *       750 * -267.6303 * 0.8847254 * 27.782241 * 220.12284 *
*      261 *       261 *      2112 * 0.0011750 * -0.536487 * -0.570223 * -0.622114 * 608.75164 *       750 * 480.05683 * 0.5702232 * 55.234206 * 229.22676 *
*      262 *       262 *      2112 * 0.0001576 * 0.0812841 * -0.942379 * 0.3245212 * 165.77321 *       750 * 187.32064 * 0.9423793 * 19.544942 * 75.938201 *
*      263 *       263 *      2112 * 0.0001545 * -0.317606 * -0.704338 * 0.6348493 * 361.17961 *       750 * -421.6065 * 0.7043381 * 45.223903 * 116.57819 *
*      264 *       264 *      2112 * 0.0001304 * 0.0210590 * -0.982574 * -0.184670 * -468.0336 *       750 * 464.06338 * 0.9825748 * 10.711713 * 276.50566 *
*      265 *       265 *      2112 * 0.0295629 * -0.063636 * -0.370182 * -0.926776 * -412.2073 *       750 * 126.80758 * 0.3701822 * 68.273141 * 266.07199 *
*      266 *       266 *      2112 * 0.0001168 * 0.2434143 * -0.961916 * 0.1243645 * -460.4764 *       750 * 511.37082 * 0.9619162 * 15.863366 * 27.063260 *
*      267 *       267 *      2112 * 0.0026244 * 0.6721388 * -0.642200 * -0.368520 * 481.28583 *       750 * 579.45837 * 0.6422007 * 50.043879 * 331.26488 *
*      268 *       268 *      2112 * 0.0001857 * 0.1137215 * -0.785908 * -0.607795 * -274.5295 *       750 * -523.2059 * 0.7859081 * 38.195247 * 280.59778 *
*      269 *       269 *      2112 * 0.0053548 * -0.230414 * -0.941357 * 0.2464847 * 668.14101 *       750 * -107.7156 * 0.9413578 * 19.719146 * 133.06996 *
*      270 *       270 *      2112 * 0.0005482 * -0.015708 * -0.481137 * -0.876504 * -546.6809 *       750 * -555.2373 * 0.4811377 * 61.240261 * 268.97323 *
*      271 *       271 *      2112 * 0.0420160 * 0.6485659 * -0.371778 * 0.6641858 * 733.68851 *       750 * 557.68150 * 0.3717786 * 68.174644 * 45.681706 *
*      272 *       272 *      2112 * 0.0370280 * 0.1489137 * -0.628485 * -0.763433 * -626.4339 *       750 * 190.81786 * 0.6284855 * 51.061520 * 281.03740 *
*      273 *       273 *      2112 * 0.0126976 * 0.7101415 * 0.5359223 * -0.456602 * 702.99501 *       750 * 178.44252 * -0.535922 * 122.40648 * 327.26001 *
*      274 *       274 *      2112 * 0.0012624 * 0.1253248 * -0.928322 * -0.350014 * -509.4108 *       750 * 6.7676789 * 0.9283228 * 21.825133 * 289.70019 *
*      275 *       275 *      2112 * 0.0001605 * 0.0432536 * -0.998745 * 0.0252284 * -42.36544 *       750 * -33.99076 * 0.9987455 * 2.8701984 * 30.253580 *
*      276 *       276 *      2112 * 0.0052624 * 0.5331748 * -0.493427 * -0.687207 * -391.6564 *       750 * 370.58580 * 0.4934276 * 60.433876 * 307.80636 *
*      277 *       277 *      2112 * 0.0007799 * -0.079003 * -0.996806 * -0.011625 * 373.05040 *       750 * -677.0024 * 0.9968065 * 4.5801819 * 188.37118 *
*      278 *       278 *      2112 * 0.0006690 * 0.3278720 * 0.6713144 * 0.6647081 * -3.802465 *       750 *  487.4656 * -0.671314 * 132.16859 * 63.744846 *
*      279 *       279 *      2112 * 0.0081149 * 0.5783845 * 0.0788366 * -0.811945 * -408.6984 *       750 * -505.2123 * -0.078836 * 94.521701 * 305.46393 *
*      280 *       280 *      2112 * 0.0001500 * 0.5891939 * -0.758068 * -0.279612 * 386.54326 *       750 * -427.9678 * 0.7580680 * 40.705823 * 334.61246 *
*      281 *       281 *      2112 * 0.0001732 * -0.009339 * -0.222081 * 0.9749833 * -652.2727 *       750 * 37.717619 * 0.2220813 * 77.168688 * 90.548852 *
*      282 *       282 *      2112 * 0.0016224 * 0.0047950 * -0.982334 * 0.1870715 * 377.13215 *       750 * -104.0177 * 0.9823345 * 10.785514 * 88.531708 *
*      283 *       283 *      2112 * 0.1834384 * -0.726975 * -0.648982 * 0.2243423 * -36.97467 *       750 * 495.68543 * 0.6489820 * 49.535103 * 162.84992 *
