*    Row   *   EventNo * Antineutr * Positron_ * Neutron_K *  Vertex_X *  Vertex_Y *  Vertex_Z * Annihilat * Annihilat * Annihilat * Annihilat *
*     1091 *      1091 * 6.1645389 * 4.3315050 * 0.0270338 * -452.2669 * 459.57111 * -331.4253 * -446.8843 * 445.40958 * -329.6911 * 0.0803133 *
*     1092 *      1092 * 2.8169056 * 1.0016622 * 0.0092433 * 249.31866 * 80.854136 * 6.9851842 * 249.40362 * 81.335509 * 7.9316148 * 0.0138582 *
*     1093 *      1093 * 6.3963301 * 4.5791131 * 0.0112170 * -469.7858 * 249.85111 * 471.14409 * -468.1277 * 238.45613 * 485.34611 * 0.0820860 *
*     1094 *      1094 * 5.3812301 * 3.5377318 * 0.0374983 * -40.11762 * -207.7309 * 216.26542 * -54.57487 * -209.1605 * 207.65113 * 0.0644892 *
*     1095 *      1095 * 6.1452640 * 4.3057263 * 0.0335376 * -344.8397 * -301.6991 * 77.225469 * -341.1628 * -283.4866 * 73.492212 * 0.0829066 *
*     1096 *      1096 * 2.7408918 * 0.9323833 * 0.0025084 * 287.14543 * -232.5242 * -342.0538 * 287.66525 * -234.7629 * -341.9580 * 0.0151314 *
*     1097 *      1097 * 2.8439563 * 1.0287452 * 0.0092111 * 107.89202 * -315.6220 * 109.23737 * 108.27196 * -316.9189 * 105.56039 * 0.0210689 *
*     1098 *      1098 * 4.9734249 * 3.1435163 * 0.0239085 * -172.9275 * -46.95546 * -74.03619 * -169.0984 * -45.66211 * -75.02742 * 0.0143103 *
*     1099 *      1099 * 4.0811291 * 2.2581933 * 0.0169358 * 10.911441 * 270.83233 * 319.32134 * 4.3910379 * 273.93648 * 315.18989 * 0.0375381 *
*     1100 *      1100 * 3.3379358 * 1.5252589 * 0.0066769 * -467.1772 * -192.9666 * 340.52870 * -464.9143 * -197.8766 * 341.69122 * 0.0240150 *
*     1101 *      1101 * 3.6738240 * 1.8557658 * 0.0120582 * 313.87402 * 381.06251 * 94.631998 * 310.61654 * 381.20598 * 91.769209 * 0.0270990 *
*     1102 *      1102 * 4.4350049 * 2.6155704 * 0.0134344 * -48.21661 * -114.2875 * -66.25239 * -45.89221 * -125.1345 * -69.47569 * 0.0475722 *
*     1103 *      1103 * 3.7815517 * 1.9576970 * 0.0178547 * 230.78328 * -374.2579 * 200.73526 * 227.33830 * -371.4441 * 195.72391 * 0.0269371 *
*     1104 *      1104 * 6.8428822 * 5.0042044 * 0.0326777 * 193.46066 * 404.19060 * -18.74398 * 217.45017 * 408.89193 * -22.49194 * 0.1068289 *
*     1105 *      1105 * 5.5191710 * 3.6661082 * 0.0470627 * -157.4620 * 386.68725 * 444.35404 * -151.9274 * 394.27796 * 431.41082 * 0.0761986 *
*     1106 *      1106 * 5.8739244 * 4.0607219 * 0.0072025 * 116.76549 * -453.8893 * -426.1680 * 128.40801 * -445.1696 * -420.1863 * 0.0745709 *
*     1107 *      1107 * 3.4481858 * 1.6402831 * 0.0019026 * 474.89300 * -210.9774 * 232.52481 * 468.89914 * -210.0306 * 235.40187 * 0.0275649 *
*     1108 *      1108 * 2.1639189 * 0.3543838 * 0.0035350 * -485.4021 * -354.3786 * 198.33577 * -485.4696 * -354.1821 * 197.71201 * 0.0054788 *
*     1109 *      1109 * 2.8168395 * 1.0055407 * 0.0052988 * -94.48911 * -223.1998 * 456.05152 * -91.07072 * -224.3765 * 457.95785 * 0.0188003 *
*     1110 *      1110 * 6.9011651 * 5.0726953 * 0.0224697 * 358.76212 * 238.83932 * 397.82096 * 380.72276 * 239.25333 * 397.53425 * 0.0892641 *
*     1111 *      1111 * 2.0543711 * 0.2468085 * 0.0015626 * 389.69234 * 360.87026 * 198.20564 * 389.33839 * 361.06239 * 198.29100 * 0.0026709 *
*     1112 *      1112 * 5.2686930 * 3.4608329 * 0.0018601 * 326.01957 * 392.97549 * -461.8958 * 329.07720 * 381.73013 * -456.8477 * 0.0670446 *
*     1113 *      1113 * 5.7365637 * 3.9295736 * 0.0009901 * -191.8200 * 308.98551 * 123.83849 * -197.2497 * 318.21604 * 141.44865 * 0.0800788 *
*     1114 *      1114 * 5.4621696 * 3.6266074 * 0.0295621 * 151.50948 * -159.7961 * -249.2380 * 159.03034 * -173.4263 * -254.5196 * 0.0702595 *
*     1115 *      1115 * 2.9007926 * 1.0912490 * 0.0035435 * -154.9821 * -77.51403 * -391.9433 * -153.2950 * -75.95254 * -388.8990 * 0.0207970 *
*     1116 *      1116 * 3.1484571 * 1.3361184 * 0.0063386 * -271.9781 * 470.04767 * 71.519346 * -271.7817 * 467.85840 * 70.350859 * 0.0224534 *
*     1117 *      1117 * 3.7566592 * 1.9447637 * 0.0058954 * 481.76088 * 454.41741 * -263.9338 * 486.37944 * 446.03769 * -266.1974 * 0.0406231 *
*     1118 *      1118 * 5.1321986 * 3.3239401 * 0.0022585 * 188.19265 * 267.15431 * 152.69685 * 191.55257 * 271.85209 * 165.09915 * 0.0584257 *
*     1119 *      1119 * 4.4557468 * 2.6406961 * 0.0090506 * -36.40547 * -451.0118 * -206.0593 * -25.50784 * -447.8013 * -199.9787 * 0.0545034 *
*     1120 *      1120 * 3.8962152 * 2.0754465 * 0.0147687 * 480.62567 * 485.61924 * 154.04693 * 484.16395 * 479.45913 * 158.58171 * 0.0421744 *
*     1121 *      1121 * 3.0386894 * 1.2234510 * 0.0092383 * -152.7594 * 293.62369 * 144.21947 * -155.8990 * 292.46486 * 144.47453 * 0.0230851 *
*     1122 *      1122 * 3.8596680 * 2.0505933 * 0.0030747 * -353.8070 * -177.1292 * 185.19764 * -357.9151 * -177.4932 * 193.39112 * 0.0429598 *
*     1123 *      1123 * 4.1652634 * 2.3447002 * 0.0145632 * -439.8931 * 41.330275 * -135.1050 * -438.9914 * 53.800468 * -135.6893 * 0.0505997 *
*     1124 *      1124 * 4.5728482 * 2.7382791 * 0.0285690 * -14.66139 * -112.2595 * -183.8542 * -22.78585 * -114.1255 * -183.9591 * 0.0322578 *
*     1125 *      1125 * 6.4205462 * 4.5982108 * 0.0163353 * 299.62505 * -417.3295 * -231.9841 * 300.67258 * -431.5210 * -226.1487 * 0.0839253 *
*     1126 *      1126 * 4.7003158 * 2.8703569 * 0.0239588 * -24.62878 * 102.60352 * 55.491094 * -28.07898 * 109.30691 * 48.591877 * 0.0437225 *
*     1127 *      1127 * 6.0868418 * 4.2391903 * 0.0416514 * 37.131622 * -314.7653 * -145.5703 * 52.639889 * -316.7195 * -151.1774 * 0.0700649 *
*     1128 *      1128 * 2.8309242 * 1.0180875 * 0.0068367 * 139.12578 * 57.831857 * -338.7114 * 139.83042 * 55.988903 * -338.7354 * 0.0131018 *
*     1129 *      1129 * 5.8488822 * 3.9909924 * 0.0518897 * -69.51980 * -76.37333 * 300.96842 * -82.19730 * -72.19701 * 302.89108 * 0.0699501 *
*     1130 *      1130 * 2.3310692 * 0.5200706 * 0.0049985 * -432.7604 * -298.5900 * 123.01425 * -431.9131 * -298.3184 * 122.10917 * 0.0065880 *
*     1131 *      1131 * 4.5322742 * 2.7038314 * 0.0224428 * -285.4889 * 80.929817 * -434.5914 * -283.6078 * 74.712037 * -440.5471 * 0.0431724 *
*     1132 *      1132 * 5.7049970 * 3.8679331 * 0.0310639 * 417.43096 * 151.77032 * -412.8596 * 422.90810 * 168.17029 * -412.4268 * 0.0776074 *
*     1133 *      1133 * 3.0658570 * 1.2570972 * 0.0027597 * 35.180635 * 128.20267 * 467.17914 * 36.163174 * 122.62294 * 467.63112 * 0.0251967 *
*     1134 *      1134 * 4.0629303 * 2.2557793 * 0.0011509 * -253.0975 * -327.6158 * 75.459084 * -250.2937 * -325.5166 * 81.921765 * 0.0375259 *
*     1135 *      1135 * 4.3837247 * 2.5559216 * 0.0218031 * 112.49267 * -29.14754 * 312.93930 * 112.09627 * -28.78049 * 306.93315 * 0.0313389 *
*     1136 *      1136 * 3.0368180 * 1.2279287 * 0.0028892 * -100.6585 * 425.18819 * -216.9819 * -96.82930 * 425.96888 * -215.3850 * 0.0239763 *
*     1137 *      1137 * 5.8717283 * 4.0320708 * 0.0336574 * -37.74862 * -280.4918 * 137.16213 * -38.59593 * -262.9675 * 143.06184 * 0.0734241 *
*     1138 *      1138 * 4.7832407 * 2.9573596 * 0.0198810 * -40.16546 * -288.2830 * -159.4431 * -33.55894 * -283.9258 * -162.2570 * 0.0289769 *
*     1139 *      1139 * 2.2502075 * 0.4411540 * 0.0030535 * -227.2172 * -301.5110 * -202.9770 * -226.6727 * -300.8962 * -202.5750 * 0.0057602 *
*     1140 *      1140 * 5.4929449 * 3.6725451 * 0.0143998 * -22.33689 * 440.30083 * 281.13031 * -36.72021 * 448.98079 * 275.93265 * 0.0723801 *
*     1141 *      1141 * 1.9963400 * 0.1889269 * 0.0014130 * -190.2141 * -471.0049 * 120.98852 * -190.2456 * -471.1172 * 121.31458 * 0.0027920 *
*     1142 *      1142 * 5.6500074 * 3.8359874 * 0.0080199 * -269.4469 * -386.6962 * -441.4509 * -258.3139 * -398.1519 * -431.6463 * 0.0726397 *
*     1143 *      1143 * 4.5578873 * 2.7289685 * 0.0229188 * -196.9534 * 180.73934 * -469.6688 * -186.9624 * 177.69433 * -473.4304 * 0.0535742 *
*     1144 *      1144 * 4.2342906 * 2.4222602 * 0.0060304 * -496.8942 * 112.76973 * 269.08738 * -491.2008 * 109.25100 * 276.65193 * 0.0428690 *
*     1145 *      1145 * 3.7689660 * 1.9433847 * 0.0195813 * 395.84918 * -360.9438 * 458.63780 * 398.84972 * -363.1182 * 452.87304 * 0.0356494 *
*     1146 *      1146 * 4.9039500 * 3.0604807 * 0.0374692 * -291.9504 * 195.67389 * 419.68719 * -291.4295 * 187.32187 * 411.84658 * 0.0554287 *
*     1147 *      1147 * 4.4903668 * 2.6833703 * 0.0009965 * -15.73459 * -353.4835 * -169.5401 * -13.70752 * -357.7961 * -162.6512 * 0.0366585 *
*     1148 *      1148 * 4.5393390 * 2.7143496 * 0.0189894 * 221.94800 * 109.62350 * 261.81496 * 227.00442 * 120.59438 * 257.09353 * 0.0511075 *
*     1149 *      1149 * 3.8425222 * 2.0292840 * 0.0072382 * -278.4091 * 125.52677 * -466.4371 * -286.8057 * 123.97025 * -462.4677 * 0.0383208 *
*     1150 *      1150 * 3.2693874 * 1.4533679 * 0.0100195 * -169.3515 * 465.85816 * -107.9370 * -166.6760 * 460.11810 * -108.4386 * 0.0274255 *
*     1151 *      1151 * 7.0162097 * 5.1907170 * 0.0194927 * 242.90008 * -225.8801 * -410.9264 * 248.08480 * -206.1500 * -396.8647 * 0.0940072 *
*     1152 *      1152 * 3.1579479 * 1.3458459 * 0.0061020 * -453.2811 * 106.00137 * -414.2456 * -451.0603 * 110.71059 * -416.6189 * 0.0272876 *
*     1153 *      1153 * 4.9722930 * 3.1434443 * 0.0228486 * 183.40205 * 338.32847 * 169.29264 * 177.48773 * 351.48145 * 164.62807 * 0.0598339 *
*     1154 *      1154 * 6.6602503 * 4.8172211 * 0.0370292 * -494.3853 * 403.81993 * -17.51889 * -492.7718 * 420.94260 * -5.977488 * 0.1060381 *
*     1155 *      1155 * 4.0376790 * 2.2283264 * 0.0033525 * 140.87141 * 27.967103 * -278.6350 * 137.47982 * 34.246841 * -271.4216 * 0.0403715 *
*     1156 *      1156 * 4.5399143 * 2.7035347 * 0.0303796 * 123.22906 * -431.7716 * 63.710926 * 129.07470 * -428.4933 * 51.869416 * 0.0538297 *
*     1157 *      1157 * 6.1845655 * 4.3606596 * 0.0179058 * 344.57807 * 309.40811 * -352.3966 * 356.44562 * 313.92032 * -352.1859 * 0.0445519 *
*     1158 *      1158 * 3.4728234 * 1.6612697 * 0.0055536 * 413.84785 * -269.9326 * 43.462431 * 420.56071 * -270.0000 * 46.198585 * 0.0307944 *
*     1159 *      1159 * 6.3775396 * 4.5704850 * 0.0010545 * -219.8160 * -140.2459 * 217.32417 * -218.0082 * -141.7899 * 233.29305 * 0.0869090 *
*     1160 *      1160 * 4.4884560 * 2.6561859 * 0.0262701 * 397.34093 * 75.065263 * -343.2998 * 391.48640 * 72.940773 * -355.2093 * 0.0531028 *
*     1161 *      1161 * 4.1848710 * 2.3711029 * 0.0077680 * 188.05101 * -225.1731 * -257.6898 * 193.41847 * -234.4224 * -254.5898 * 0.0463951 *
*     1162 *      1162 * 5.1689193 * 3.3353178 * 0.0276015 * 268.93195 * -112.7298 * -468.8809 * 254.68521 * -102.0009 * -469.9322 * 0.0673696 *
*     1163 *      1163 * 2.2360714 * 0.4272408 * 0.0028305 * 190.37239 * 185.05724 * -278.8863 * 190.05141 * 186.34873 * -278.7456 * 0.0068635 *
*     1164 *      1164 * 4.2070868 * 2.3949535 * 0.0061332 * 38.297274 * -282.1099 * 237.05681 * 45.273986 * -281.2694 * 238.14086 * 0.0449387 *
*     1165 *      1165 * 3.8330541 * 2.0085038 * 0.0185502 * -391.8030 * 294.41124 * 74.721898 * -391.7852 * 291.79242 * 67.369782 * 0.0360697 *
*     1166 *      1166 * 3.1845352 * 1.3713954 * 0.0071397 * 101.75811 * -306.4473 * 412.70420 * 101.27657 * -310.4074 * 410.07055 * 0.0252038 *
*     1167 *      1167 * 2.7856546 * 0.9731780 * 0.0064765 * 152.85074 * -106.8962 * -221.5202 * 151.79003 * -103.6324 * -222.5293 * 0.0163198 *
*     1168 *      1168 * 3.1674388 * 1.3545117 * 0.0069271 * 122.15643 * -437.3690 * -44.28048 * 126.09387 * -437.7732 * -43.30116 * 0.0281478 *
*     1169 *      1169 * 3.0859556 * 1.2775412 * 0.0024144 * 300.49044 * 270.53996 * 455.19202 * 303.57558 * 269.79096 * 458.20674 * 0.0201348 *
*     1170 *      1170 * 3.6642863 * 1.8511482 * 0.0071380 * -45.01203 * 425.47418 * -488.1604 * -42.88292 * 419.62257 * -484.8612 * 0.0301524 *
*     1171 *      1171 * 5.1581397 * 3.3328977 * 0.0192419 * 86.546964 * 180.78352 * -291.2847 * 92.098320 * 177.12945 * -301.0256 * 0.0633581 *
*     1172 *      1172 * 4.0459440 * 2.2360018 * 0.0039421 * 48.134680 * -151.8714 * -405.8392 * 49.459094 * -153.0658 * -398.0214 * 0.0459442 *
*     1173 *      1173 * 4.6011415 * 2.7755057 * 0.0196357 * -221.5979 * -83.03660 * -238.2085 * -227.4288 * -74.36026 * -241.7935 * 0.0462420 *
*     1174 *      1174 * 5.9439219 * 4.1085136 * 0.0294082 * 205.02962 * 105.84796 * -222.0429 * 195.59198 * 91.825165 * -213.4519 * 0.0827116 *
*     1175 *      1175 * 5.2169524 * 3.3933858 * 0.0175665 * 179.76508 * -303.3191 * 286.02433 * 183.27592 * -296.1918 * 296.73191 * 0.0640472 *
*     1176 *      1176 * 2.6633625 * 0.8529328 * 0.0044297 * -218.2256 * -307.1047 * -474.3745 * -219.3089 * -305.4233 * -475.7386 * 0.0139779 *
*     1177 *      1177 * 8.0011615 * 6.1501944 * 0.0449670 * -165.1637 * -313.2153 * 74.917390 * -154.6388 * -307.5203 * 79.650922 * 0.1105374 *
*     1178 *      1178 * 4.9373401 * 3.1090062 * 0.0223339 * -13.29931 * 411.75059 * -308.3176 * -11.19667 * 416.13791 * -320.4973 * 0.0617643 *
*     1179 *      1179 * 3.6031821 * 1.7891443 * 0.0080377 * 206.88225 * -149.0584 * -430.7869 * 199.31200 * -150.2835 * -431.0501 * 0.0326829 *
*     1180 *      1180 * 5.2519483 * 3.4303786 * 0.0155697 * -180.5823 * 13.866895 * 339.45396 * -166.3870 * 18.905653 * 340.02129 * 0.0616280 *
*     1181 *      1181 * 2.7230361 * 0.9105624 * 0.0064736 * 74.240053 * -85.80351 * -129.7980 * 70.997186 * -85.64280 * -130.3563 * 0.0177920 *
*     1182 *      1182 * 3.0353412 * 1.2236186 * 0.0057226 * -442.0056 * 38.252301 * 58.314170 * -442.5214 * 39.478884 * 61.220268 * 0.0234308 *
*     1183 *      1183 * 2.7419809 * 0.9278625 * 0.0081184 * -495.8134 * -118.3802 * -200.4116 * -498.3438 * -116.3249 * -201.7619 * 0.0173560 *
*     1184 *      1184 * 3.2119417 * 1.3960333 * 0.0099084 * -151.5150 * -159.9203 * -334.1871 * -154.2873 * -156.6366 * -336.8845 * 0.0219365 *
*     1185 *      1185 * 5.6142102 * 3.7702739 * 0.0379363 * -291.1323 * -145.6914 * 132.30245 * -304.5181 * -136.9146 * 134.62026 * 0.0757028 *
*     1186 *      1186 * 7.1002398 * 5.2581542 * 0.0360856 * -389.9991 * -172.4036 * 496.88063 *         0 *         0 *         0 *         0 *
*     1187 *      1187 * 5.3038375 *  3.483703 * 0.0141345 * -457.4140 * -170.1373 * 165.39410 * -453.9473 * -150.9850 * 166.92759 * 0.0775034 *
*     1188 *      1188 * 3.5765370 * 1.7663327 * 0.0042042 * 427.59649 * -157.5419 * 62.332517 * 425.68226 * -157.6415 * 68.115511 * 0.0284502 *
*     1189 *      1189 * 5.3474744 * 3.5080464 * 0.0334279 * 39.699099 * 186.33217 * -446.3998 * 53.540322 *  180.8432 * -451.0321 * 0.0686939 *
*     1190 *      1190 * 3.0391069 * 1.2217829 * 0.0113240 * 479.92104 * 287.59026 * -446.1827 * 479.58121 * 288.29960 * -448.7728 * 0.0147095 *
*     1191 *      1191 * 4.4489013 * 2.6362689 * 0.0066324 * -499.2057 * -446.4654 * -33.83312 *         0 *         0 *         0 *         0 *
*     1192 *      1192 * 3.8448505 * 2.0222030 * 0.0166474 * -344.9286 * -317.2494 * -109.4226 * -345.8731 * -325.5601 * -114.8666 * 0.0383925 *
*     1193 *      1193 * 2.4264221 * 0.6181405 * 0.0022816 * -447.3054 * -319.4109 * -126.9704 * -448.0678 * -319.3471 * -125.3952 * 0.0084708 *
*     1194 *      1194 * 5.3669145 * 3.5220912 * 0.0388232 * 452.96754 * -258.7986 * 317.41292 * 463.71893 * -250.1989 * 312.35861 * 0.0664206 *
*     1195 *      1195 * 6.6558609 *  4.815839 * 0.0340219 * 157.83935 * 385.43488 * 84.079439 * 140.19105 * 397.80108 * 80.083722 * 0.0912497 *
*     1196 *      1196 * 3.3649140 * 1.5554703 * 0.0034437 * -202.3465 * -175.2017 * 5.2485690 * -201.6691 * -175.6782 * 5.9584468 * 0.0039568 *
*     1197 *      1197 * 2.0968757 * 0.2871473 * 0.0037284 * 222.59600 * 59.129156 * 53.284558 * 222.48481 * 59.146184 * 52.958188 * 0.0024031 *
*     1198 *      1198 * 2.8373250 * 1.0226353 * 0.0086896 * 420.72778 * -33.04707 * 249.15167 * 417.49703 * -32.25276 * 247.55004 * 0.0198607 *
*     1199 *      1199 * 3.9804754 * 2.1622534 * 0.0122220 * 455.91253 * -420.0264 * -57.16619 * 458.29719 * -410.8282 * -62.88356 * 0.0438735 *
*     1200 *      1200 * 4.4935858 * 2.6806625 * 0.0069232 * 116.64704 * 283.68039 * -268.6190 * 112.69143 * 285.20065 * -260.3088 * 0.0452094 *
*     1201 *      1201 * 3.1137429 * 1.3013896 * 0.0063532 * -82.80928 * 42.114424 * 14.463633 * -82.24917 * 48.078435 * 15.257619 * 0.0260075 *
*     1202 *      1202 * 4.5251713 * 2.7062534 * 0.0129178 * -120.0422 * -110.1635 * -325.2744 * -110.2268 * -102.9134 * -324.1516 * 0.0536671 *
*     1203 *      1203 * 3.7724964 * 1.9487951 * 0.0177012 * 470.42487 * 453.87955 * -189.3645 * 466.93139 * 453.79077 * -196.5990 * 0.0359153 *
*     1204 *      1204 * 3.2976222 * 1.4774769 * 0.0141452 * 17.593249 * -495.6036 * 300.45122 * 18.232701 * -497.8731 * 294.49516 * 0.0300180 *
*     1205 *      1205 * 4.9465072 * 3.1064048 * 0.0341024 * -4.426939 * 123.82592 * 133.28503 * -11.94886 * 130.83567 * 122.71197 * 0.0606286 *
*     1206 *      1206 * 3.5416514 * 1.7322771 * 0.0033743 * 482.04557 * 41.559855 *  181.7162 * 479.16206 * 47.312160 * 183.36182 * 0.0331165 *
*     1207 *      1207 * 4.9767890 * 3.1367826 * 0.0340063 * -215.3005 * 112.33518 * -388.5985 * -223.3132 * 111.83517 * -390.8653 * 0.0422913 *
*     1208 *      1208 * 3.1691707 * 1.3578563 * 0.0053144 * -203.8719 * -485.4006 * -227.6023 * -202.7832 * -482.5063 * -224.1135 * 0.0243422 *
*     1209 *      1209 * 5.9585280 * 4.1324658 * 0.0200621 * 211.08563 * 8.7504823 * -153.9501 * 232.15182 * 4.0703052 * -152.7379 * 0.0875832 *
*     1210 *      1210 * 4.4793833 * 2.6478111 * 0.0255721 * 37.960331 * 38.654093 * -152.0835 * 41.430409 * 46.140857 * -157.5830 * 0.0434488 *
*     1211 *      1211 * 4.4725362 * 2.6465258 * 0.0200103 * -257.2411 * 484.48381 * -200.6096 * -253.2391 * 490.32336 * -210.9779 * 0.0498189 *
*     1212 *      1212 * 2.7102019 * 0.9028727 * 0.0013292 * 406.80680 * 424.21568 * -245.3305 * 405.39224 * 426.00992 * -243.5798 * 0.0141331 *
*     1213 *      1213 * 7.0083267 *  5.184187 * 0.0181397 * -231.4768 * 247.23238 * -350.3002 * -243.9703 * 260.65782 * -345.2072 * 0.1000919 *
*     1214 *      1214 * 3.6751189 * 1.8629411 * 0.0061777 * 87.973399 * 445.03271 * 112.26543 * 91.135874 * 446.13063 * 115.26538 * 0.0337303 *
*     1215 *      1215 * 5.7651398 * 3.9475709 * 0.0115689 * -36.50658 * 133.65591 * -314.2825 * -23.72364 * 144.68268 * -313.1003 * 0.0813242 *
*     1216 *      1216 * 5.2437020 * 3.4229079 * 0.0147940 * 301.35393 * -37.88795 * -426.8338 * 310.59799 * -38.42022 * -415.6132 * 0.0593785 *
*     1217 *      1217 *  3.786818 * 1.9729223 * 0.0078956 * -63.34062 * 235.17751 * 422.05802 * -66.33511 * 229.87069 * 422.16401 * 0.0264839 *
*     1218 *      1218 * 1.9388777 * 0.1315636 * 0.0013141 * 43.567928 * 161.95938 * 408.07883 * 43.557945 * 162.07154 * 408.22722 * 0.0017065 *
*     1219 *      1219 * 3.7640811 * 1.9406055 * 0.0174756 * 400.83267 * -457.2888 * 298.02055 * 398.88496 * -455.9420 * 288.96325 * 0.0389401 *
*     1220 *      1220 * 3.7970741 * 1.9811293 * 0.0099448 * 269.73196 * -132.3731 * -20.38773 * 274.09158 * -137.2765 * -16.61912 * 0.0339026 *
*     1221 *      1221 * 6.7810852 * 4.9316346 * 0.0434506 * 461.01155 * 273.83636 * 492.30853 * 474.60395 * 269.29454 * 485.99092 * 0.0971121 *
*     1222 *      1222 * 4.5491156 * 2.7202411 * 0.0228745 * -412.4787 * -372.2883 * -255.0949 * -400.6374 * -369.4699 * -259.0647 * 0.0553540 *
*     1223 *      1223 * 4.5525608 * 2.7314993 * 0.0150614 * 61.660612 * -80.19902 * -351.2261 * 51.310998 * -79.96373 * -351.9828 * 0.0463751 *
*     1224 *      1224 * 6.5562144 * 4.7103428 * 0.0398715 * -392.3737 * -276.5594 * 441.50843 * -385.1134 * -264.2068 * 442.12057 * 0.0515589 *
*     1225 *      1225 * 3.1799996 * 1.3664995 * 0.0075000 * -363.8645 * 63.927847 * -47.20035 * -364.5052 * 67.271482 * -49.59211 * 0.0235484 *
*     1226 *      1226 * 3.6442097 * 1.8292711 * 0.0089386 * 228.63713 * 265.42450 * 489.47183 * 230.26556 * 258.37908 * 489.11171 * 0.0299017 *
*     1227 *      1227 * 3.6494374 * 1.8272078 * 0.0162295 * -109.9037 * 214.96640 * -461.1177 * -103.7698 * 213.73220 * -462.1788 * 0.0330288 *
*     1228 *      1228 * 5.1863519 * 3.3520191 * 0.0283327 * 368.82110 * 38.213026 * -102.8005 * 370.14622 * 27.171910 * -112.4028 * 0.0624709 *
*     1229 *      1229 * 3.4277692 * 1.6086700 * 0.0130992 * 424.08923 * -158.4286 * 197.95787 * 424.17995 * -162.3136 * 197.56088 * 0.0260633 *
*     1230 *      1230 * 4.1097599 * 2.2796485 * 0.0241113 * 228.64497 * -355.9751 * 74.166988 * 235.27457 * -356.2613 * 65.645894 * 0.0447350 *
*     1231 *      1231 * 3.5000756 * 1.6787525 * 0.0153230 * -362.1453 * -70.90823 * -156.6600 * -361.2739 * -75.19567 * -160.4224 * 0.0277291 *
*     1232 *      1232 * 3.2825145 * 1.4623301 * 0.0141844 * 236.00680 * 95.218649 * -32.66147 * 237.34182 * 95.060695 * -37.16397 * 0.0249848 *
*     1233 *      1233 * 2.7574024 * 0.9490507 * 0.0023516 * -75.70483 * -155.0568 * -224.0623 * -77.33666 * -157.7012 * -222.5833 * 0.0182473 *
*     1234 *      1234 * 3.6315113 * 1.8235776 * 0.0019336 * -389.9493 * 40.754686 * 229.84263 * -382.6849 * 41.097296 * 232.06100 * 0.0368453 *
*     1235 *      1235 * 4.1212045 * 2.3087782 * 0.0064262 * -379.1701 * -52.71903 * 344.29485 * -383.1978 * -49.42762 * 349.45695 * 0.0418875 *
*     1236 *      1236 * 3.9354872 * 2.1149368 * 0.0145504 * 390.70821 * -65.10833 * 323.17602 * 393.64536 * -61.61445 *  319.5402 * 0.0314936 *
*     1237 *      1237 * 5.1969998 * 3.3610416 * 0.0299582 * -48.25921 * 300.98420 * -218.7980 * -61.53291 * 311.30507 * -218.1725 * 0.0690696 *
*     1238 *      1238 * 4.3237123 * 2.5009990 * 0.0167132 * -445.9388 * -453.8862 * -149.7600 * -452.5191 * -461.0697 * -146.4291 * 0.0504516 *
*     1239 *      1239 * 2.3335830 * 0.5237911 * 0.0037919 * -92.78479 * -490.0769 * -255.4084 * -94.22105 * -490.6537 * -255.8218 * 0.0089178 *
*     1240 *      1240 * 3.7711921 * 1.9561704 * 0.0090217 * -239.7434 * 148.84224 * 184.36088 * -247.7792 *  147.3738 * 182.89199 * 0.0366928 *
*     1241 *      1241 * 4.0381338 * 2.2147274 * 0.0174064 * -170.7338 * 365.10654 * 30.044658 * -169.2532 * 371.72001 * 26.799447 * 0.0329547 *
*     1242 *      1242 * 4.7940925 * 2.9636265 * 0.0244660 * 140.23523 * -285.8318 * -4.094946 * 130.43427 * -283.1678 * -9.647298 * 0.0475430 *
*     1243 *      1243 * 5.1249599 * 3.2780544 * 0.0409054 * -34.33717 * 235.68341 * 146.41179 * -29.79141 * 233.16879 * 134.09101 * 0.0663804 *
*     1244 *      1244 * 7.7159905 * 5.8990258 * 0.0109646 * -321.7868 * 414.70684 * 244.64131 * -323.0879 * 436.45283 * 267.91757 * 0.1175266 *
*     1245 *      1245 * 4.4008290 * 2.5907969 * 0.0040321 * 359.18693 * 325.42735 * -164.6840 * 353.42267 * 333.27769 * -158.7916 * 0.0494586 *
*     1246 *      1246 * 6.4623909 * 4.6507882 * 0.0056026 * 41.101446 * 290.49766 * -160.1009 * 45.724437 * 293.23285 * -138.5215 * 0.0949589 *
*     1247 *      1247 * 4.7309357 * 2.9216778 * 0.0032579 * 266.40243 * -34.67408 * -482.6918 * 267.04146 * -44.55939 * -476.7499 * 0.0545517 *
*     1248 *      1248 * 2.2769713 * 0.4679908 * 0.0029804 * -478.2259 * 203.80485 * 455.95479 * -477.7985 * 204.37911 * 456.75287 * 0.0082857 *
*     1249 *      1249 * 5.6984055 * 3.8515772 * 0.0408282 * 341.19619 * 28.900592 * 435.21421 * 334.16238 * 43.965678 * 426.34584 * 0.0730886 *
*     1250 *      1250 * 2.0317774 * 0.2237121 * 0.0020653 * -471.4215 * 98.489140 * 439.36790 * -471.3508 * 98.217973 * 439.66559 * 0.0036733 *
*     1251 *      1251 * 6.1870047 * 4.3207978 * 0.0602068 * -265.6296 * -350.4104 * -38.83438 * -273.9093 * -349.9346 * -53.51052 * 0.0770038 *
*     1252 *      1252 * 7.6222388 * 5.7958104 * 0.0204284 * 178.44678 * 179.24044 * -21.16859 * 168.64409 * 199.43600 * -24.48596 * 0.0886748 *
